Date & Year,Stadium,Match format,Country,Bowler name,Bowling Hand,Over number,Bowler type,Delivery type,Speed of delivery,Shot played,Runs/W
2020,Saurashtra Cricket Association Stadium in Rajkot,ODI,Australia,Adam Zampa,Right-arm,15.3,Spin,Inswinger,83 km/h,Cover Drive,1
2020,Saurashtra Cricket Association Stadium in Rajkot,ODI,Australia,Adam Zampa,Right-arm,15.5,Spin,Yorker,86 km/h,On Drive,1
2020,Saurashtra Cricket Association Stadium in Rajkot,ODI,Australia,Pat Cummins,Right-arm,16.2,Fast,Bouncer,148 km/h,Pull Shot,0
2020,Saurashtra Cricket Association Stadium in Rajkot,ODI,Australia,Pat Cummins,Right-arm,16.3,Fast,Straight Seam,145 km/h,Forward Defence,0
2020,Saurashtra Cricket Association Stadium in Rajkot,ODI,Australia,Pat Cummins,Right-arm,16.4,Fast,Short Ball,138 km/h,Square Drive,1
2020,Saurashtra Cricket Association Stadium in Rajkot,ODI,Australia,Adam Zampa,Right-arm,17.1,Spin,Full Toss,86 km/h,Off Drive,1
2020,Saurashtra Cricket Association Stadium in Rajkot,ODI,Australia,Adam Zampa,Right-arm,17.3,Spin,Short Ball,88 km/h,Square Drive,4
2020,Saurashtra Cricket Association Stadium in Rajkot,ODI,Australia,Adam Zampa,Right-arm,17.4,Spin,Leg Spin,92 km/h,Cover Drive,1
2020,Saurashtra Cricket Association Stadium in Rajkot,ODI,Australia,Adam Zampa,Right-arm,17.6,Spin,Leg Spin,83 km/h,Forward Defence,0
2020,Saurashtra Cricket Association Stadium in Rajkot,ODI,Australia,Ashton Agar,Left-arm,18.4,Spin,Outswinger,86 km/h,Sweep,0
2020,Saurashtra Cricket Association Stadium in Rajkot,ODI,Australia,Ashton Agar,Left-arm,18.5,Spin,Yorker,88 km/h,Off Drive,1
2020,Saurashtra Cricket Association Stadium in Rajkot,ODI,Australia,Adam Zampa,Right-arm,19.2,Spin,Googly,90 km/h,Square Drive,0
2020,Saurashtra Cricket Association Stadium in Rajkot,ODI,Australia,Adam Zampa,Right-arm,19.3,Spin,Topspin ,83 km/h,Square Drive,1
2020,Saurashtra Cricket Association Stadium in Rajkot,ODI,Australia,Adam Zampa,Right-arm,19.5,Spin,Yorker,83 km/h,Off Drive,1
2020,Saurashtra Cricket Association Stadium in Rajkot,ODI,Australia,Ashton Agar,Left-arm,20.1,Fast,Straight Seam,77 km/h,On Drive,1
2020,Saurashtra Cricket Association Stadium in Rajkot,ODI,Australia,Ashton Agar,Left-arm,20.6,Fast,Straight Seam,88 km/h,Off Drive,1
2020,Saurashtra Cricket Association Stadium in Rajkot,ODI,Australia,Mitchell Starc,Left-arm,21.1,Fast,Short Ball,145 km/h,Forward Defence,1
2020,Saurashtra Cricket Association Stadium in Rajkot,ODI,Australia,Mitchell Starc,Left-arm,21.3,Fast,Straight Seam,148 km/h,Cover Drive,0
2020,Saurashtra Cricket Association Stadium in Rajkot,ODI,Australia,Mitchell Starc,Left-arm,21.4,Fast,Doosra,143 km/h,Off Drive,1
2020,Saurashtra Cricket Association Stadium in Rajkot,ODI,Australia,Ashton Agar,Left-arm,22.2,Spin,Outswinger,75 km/h,Off Drive,1
2020,Saurashtra Cricket Association Stadium in Rajkot,ODI,Australia,Ashton Agar,Left-arm,22.4,Spin,Straight Seam,80 km/h,Off Drive,1
2020,Saurashtra Cricket Association Stadium in Rajkot,ODI,Australia,Ashton Agar,Left-arm,23.2,Spin,Bouncer,73 km/h,On Drive,1
2020,Saurashtra Cricket Association Stadium in Rajkot,ODI,Australia,Ashton Agar,Left-arm,24.1,Spin,Outswinger,75 km/h,Off Drive,0
2020,Saurashtra Cricket Association Stadium in Rajkot,ODI,Australia,Ashton Agar,Left-arm,24.2,Spin,Straight Seam,80 km/h,Off Drive,0
2020,Saurashtra Cricket Association Stadium in Rajkot,ODI,Australia,Ashton Agar,Left-arm,24.3,Spin,Leg Spin,77 km/h,Square Drive,1
2020,Saurashtra Cricket Association Stadium in Rajkot,ODI,Australia,Labuschagne,Right-arm,25.3,Spin,Straight Seam,88 km/h,Off Drive,1
2020,Saurashtra Cricket Association Stadium in Rajkot,ODI,Australia,Labuschagne,Right-arm,25.5,Spin,Straight Seam,84 km/h,Forward Defence,1
2020,Saurashtra Cricket Association Stadium in Rajkot,ODI,Australia,Ashton Agar,Left-arm,26.1,Spin,Straight Seam,79 km/h,Off Drive,1
2020,Saurashtra Cricket Association Stadium in Rajkot,ODI,Australia,Labuschagne,Right-arm,27.5,Spin,Straight Seam,85 km/h,Off Drive,1
2020,Saurashtra Cricket Association Stadium in Rajkot,ODI,Australia,Richardson,Right-arm,28.1,Fast,Bouncer,135 km/h,Back Foot Defence,2
2020,Saurashtra Cricket Association Stadium in Rajkot,ODI,Australia,Richardson,Right-arm,28.2,Fast,Slower Ball,138 km/h,Sweep,1
2020,Saurashtra Cricket Association Stadium in Rajkot,ODI,Australia,Adam Zampa,Right-arm,29.1,Spin,Leg Spin,77 km/h,Off Drive,1
2020,Saurashtra Cricket Association Stadium in Rajkot,ODI,Australia,Adam Zampa,Right-arm,29.5,Spin,Straight Seam,88 km/h,Sweep,1
2020,Saurashtra Cricket Association Stadium in Rajkot,ODI,Australia,Richardson,Right-arm,30.1,Fast,Bouncer,146 km/h,Off Drive,1
2020,Saurashtra Cricket Association Stadium in Rajkot,ODI,Australia,Mitchell Starc,Left-arm,31.1,Fast,Yorker,145 km/h,Sweep,2
2020,Saurashtra Cricket Association Stadium in Rajkot,ODI,Australia,Mitchell Starc,Left-arm,31.2,Fast,Yorker,148 km/h,Off Drive,0
2020,Saurashtra Cricket Association Stadium in Rajkot,ODI,Australia,Mitchell Starc,Left-arm,31.3,Fast,Straight Seam,143 km/h,Off Drive,1
2020,Saurashtra Cricket Association Stadium in Rajkot,ODI,Australia,Adam Zampa,Right-arm,32.1,Spin,Leg Spin,87 km/h,Off Drive,1
2020,Saurashtra Cricket Association Stadium in Rajkot,ODI,Australia,Mitchell Starc,Left-arm,33.5,Fast,Short Ball,143 km/h,Off Drive,4
2020,Saurashtra Cricket Association Stadium in Rajkot,ODI,Australia,Mitchell Starc,Left-arm,33.6,Fast,Short Ball,147 km/h,Off Drive,1
2020,Saurashtra Cricket Association Stadium in Rajkot,ODI,Australia,Adam Zampa,Right-arm,34.1,Spin,Straight Seam,88 km/h,Sweep,1
2020,Saurashtra Cricket Association Stadium in Rajkot,ODI,Australia,Adam Zampa,Right-arm,34.3,Spin,Yorker,84 km/h,Off Drive,1
2020,Saurashtra Cricket Association Stadium in Rajkot,ODI,Australia,Adam Zampa,Right-arm,34.5,Spin,Yorker,86 km/h,Off Drive,1
2020,Saurashtra Cricket Association Stadium in Rajkot,ODI,Australia,Pat Cummins,Right-arm,35.1,Fast,Straight Seam,148 km/h,Off Drive,4
2020,Saurashtra Cricket Association Stadium in Rajkot,ODI,Australia,Pat Cummins,Right-arm,35.2,Fast,Straight Seam,138 km/h,Off Drive,4
2020,Saurashtra Cricket Association Stadium in Rajkot,ODI,Australia,Pat Cummins,Right-arm,35.5,Fast,Yorker,145 km/h,Off Drive,1
2020,Saurashtra Cricket Association Stadium in Rajkot,ODI,Australia,Ashton Agar,Left-arm,36.1,Spin,Leg Spin,78 km/h,Forward Defence,1
2020,Saurashtra Cricket Association Stadium in Rajkot,ODI,Australia,Ashton Agar,Left-arm,36.3,Spin,Straight Seam,81 km/h,Pull Shot,1
2020,Saurashtra Cricket Association Stadium in Rajkot,ODI,Australia,Ashton Agar,Left-arm,36.6,Spin,Straight Seam,75 km/h,Off Drive,2
2020,Saurashtra Cricket Association Stadium in Rajkot,ODI,Australia,Pat Cummins,Right-arm,37.4,Fast,Short Ball,143 km/h,Pull Shot,1
2020,Saurashtra Cricket Association Stadium in Rajkot,ODI,Australia,Ashton Agar,Left-arm,38.3,Spin,Full Toss,78 km/h,Off Drive,1
2020,Saurashtra Cricket Association Stadium in Rajkot,ODI,Australia,Richardson,Right-arm,39.3,Fast,Straight Seam,143 km/h,Off Drive,1
2020,Saurashtra Cricket Association Stadium in Rajkot,ODI,Australia,Richardson,Right-arm,39.5,Fast,Straight Seam,139 km/h,Sweep,1
2020,Saurashtra Cricket Association Stadium in Rajkot,ODI,Australia,Adam Zampa,Right-arm,40.1,Spin,Leg Spin,77 km/h,Sweep,1
2020,Saurashtra Cricket Association Stadium in Rajkot,ODI,Australia,Adam Zampa,Right-arm,40.4,Spin,Short Ball,85 km/h,Pull Shot,4
2020,Saurashtra Cricket Association Stadium in Rajkot,ODI,Australia,Adam Zampa,Right-arm,40.5,Spin,Outswinger,82 km/h,Sweep,1
2020,Saurashtra Cricket Association Stadium in Rajkot,ODI,Australia,Ashton Agar,Left-arm,41.2,Spin,Straight Seam,138 km/h,Off Drive,1
2020,Saurashtra Cricket Association Stadium in Rajkot,ODI,Australia,Ashton Agar,Left-arm,41.6,Spin,Straight Seam,135 km/h,Forward Defence,2
2020,Saurashtra Cricket Association Stadium in Rajkot,ODI,Australia,Richardson,Right-arm,42.2,Fast,Slower Ball,128 km/h,Off Drive,1
2020,Saurashtra Cricket Association Stadium in Rajkot,ODI,Australia,Richardson,Right-arm,42.6,Fast,Slower Ball,130 km/h,Forward Defence,1
2020,Saurashtra Cricket Association Stadium in Rajkot,ODI,Australia,Adam Zampa,Right-arm,43.1,Spin,Full Toss,88 km/h,Pull Shot,W
2020-01-19 00:00:00,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Ashton Agar,Left-arm,12.4,Spin,Yorker,84 km/h,Off Drive,0
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Ashton Agar,Left-arm,12.5,Spin,Straight Seam,85 km/h,Cover Drive,1
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Josh Hazlewood,Right-arm,13.2,Fast,Bouncer,134 km/h,Sweep,1
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Ashton Agar,Left-arm,14.1,Spin,Leg Spin,84 km/h,Off Drive,0
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Ashton Agar,Left-arm,14.2,Spin,Topspin ,85 km/h,Forward Defence,0
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Ashton Agar,Left-arm,14.3,Spin,Off Spin,86 km/h,Off Drive,1
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Ashton Agar,Left-arm,14.6,Spin,Straight Seam,87 km/h,Sweep,1
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Adam Zampa,Right-arm,15.1,Spin,Inswinger,89 km/h,Straight Drive,1
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Adam Zampa,Right-arm,15.4,Spin,Yorker,90 km/h,Off Drive,1
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Adam Zampa,Right-arm,15.6,Spin,Straight Seam,88 km/h,Straight Drive,0
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Adam Zampa,Right-arm,17.1,Spin,Straight Seam,91 km/h,Back Foot Defence,1
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Adam Zampa,Right-arm,17.5,Spin,Unknown,90 km/h,Off Drive,0
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Adam Zampa,Right-arm,17.6,Spin,Inswinger,89 km/h,Forward Defence,0
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Adam Zampa,Right-arm,19.1,Spin,Straight Seam,91 km/h,Straight Drive,1
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Adam Zampa,Right-arm,19.4,Spin,Off Spin,89 km/h,Off Drive,0
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Adam Zampa,Right-arm,19.5,Spin,Straight Seam,90 km/h,Off Drive,1
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Marnus Labuschagne,Right-arm,20.2,Spin,Leg Spin,82 km/h,Sweep,2
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Marnus Labuschagne,Right-arm,20.3,Spin,Short Ball,84 km/h,Off Drive,1
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Marnus Labuschagne,Right-arm,20.6,Spin,Short Ball,85 km/h,Off Drive,0
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Adam Zampa,Right-arm,21.2,Spin,Leg Spin,90 km/h,Off Drive,0
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Adam Zampa,Right-arm,21.3,Spin,Leg Spin,92 km/h,Sweep,1
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Adam Zampa,Right-arm,21.5,Spin,Leg Spin,88 km/h,Sweep,1
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Mitchell Starc,Left-arm,22.3,Fast,Straight Seam,140 km/h,Cover Drive,4
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Marnus Labuschagne,Right-arm,20.6,Spin,Short Ball,82 km/h,Cover Drive,0
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Adam Zampa,Right-arm,21.2,Spin,Leg Spin,83 km/h,Off Drive,0
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Adam Zampa,Right-arm,21.3,Spin,Leg Spin,84 km/h,Square Drive,1
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Adam Zampa,Right-arm,21.5,Spin,Leg Spin,83 km/h,On Drive,1
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Mitchell Starc,Left-arm,22.3,Fast,Straight Seam,143 km/h,Cover Drive,4
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Mitchell Starc,Left-arm,22.4,Fast,Yorker,144 km/h,Straight Drive,0
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Mitchell Starc,Left-arm,22.5,Fast,Yorker,145 km/h,Off Drive,1
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Adam Zampa,Right-arm,23.1,Spin,Leg Spin,86 km/h,Off Drive,1
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Adam Zampa,Right-arm,23.3,Spin,Short Ball,85 km/h,Back Foot Defence,1
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Adam Zampa,Right-arm,23.6,Spin,Chinaman,84 km/h,Sweep,0
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Mitchell Starc,Left-arm,24.3,Fast,Short Ball,143 km/h,Off Drive,0
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Mitchell Starc,Left-arm,24.4,Fast,Bouncer,143 km/h,Forward Defence,0
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Mitchell Starc,Left-arm,24.5,Fast,Short Ball,144 km/h,Square Drive,0
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Mitchell Starc,Left-arm,24.6,Fast,Short Ball,142 km/h,Square Drive,1
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Adam Zampa,Right-arm,25.1,Spin,Straight Seam,86 km/h,Cover Drive,0
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Adam Zampa,Right-arm,25.2,Spin,Straight Seam,85 km/h,On Drive,1
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Ashton Agar,Left-arm,26.1,Spin,Yorker,86 km/h,Straight Drive,1
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Ashton Agar,Left-arm,26.5,Spin,Yorker,87 km/h,Off Drive,1
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Aaron Finch,Right-arm,27.1,Fast,Yorker,118 km/h,Off Drive,1
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Aaron Finch,Right-arm,27.6,Fast,Straight Seam,120 km/h,On Drive,1
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Ashton Agar,Left-arm,28.1,Spin,Yorker,88 km/h,Off Drive,1
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Josh Hazlewood,Right-arm,29.3,Fast,Bouncer,135 km/h,Square Drive,0
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Josh Hazlewood,Right-arm,29.4,Fast,Straight Seam,134 km/h,Cover Drive,1
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Josh Hazlewood,Right-arm,29.6,Fast,Straight Seam,134 km/h,Square Drive,0
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Ashton Agar,Right-arm,30.2,Spin,Yorker,92 km/h,Off Drive,1
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Ashton Agar,Right-arm,30.4,Spin,Short Ball,89 km/h,Off Drive,2
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Ashton Agar,Right-arm,30.5,Spin,Straight Seam,91 km/h,Off Drive,0
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Ashton Agar,Right-arm,30.6,Spin,Straight Seam,90 km/h,Forward Defence,0
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Josh Hazlewood,Right-arm,31.2,Fast,Straight Seam,136 km/h,Off Drive,1
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Josh Hazlewood,Right-arm,31.5,Fast,Short Ball,138 km/h,Square Drive,4
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Josh Hazlewood,Right-arm,31.6,Fast,Bouncer,137 km/h,Off Drive,1
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Adam Zampa,Right-arm,32.1,Spin,Straight Seam,88 km/h,Off Drive,0
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Adam Zampa,Right-arm,32.2,Spin,Straight Seam,87 km/h,Off Drive,1
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Adam Zampa,Right-arm,32.5,Spin,Short Ball,85 km/h,On Drive,1
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Adam Zampa,Right-arm,34.2,Spin,Leg Spin,91 km/h,Cover Drive,0
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Adam Zampa,Right-arm,34.3,Fast,Straight Seam,92 km/h,Off Drive,1
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Adam Zampa,Right-arm,34.5,Fast,Googly,89 km/h,Off Drive,0
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Pat Cummins,Right-arm,35.1,Fast,Straight Seam,145 km/h,Off Drive,0
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Pat Cummins,Right-arm,35.3,Fast,Bouncer,140 km/h,Pull Shot,4
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Pat Cummins,Right-arm,35.4,Fast,Yorker,138 km/h,Straight Drive,4
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Pat Cummins,Right-arm,35.5,Fast,Short Ball,142 km/h,Square Drive,2
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Pat Cummins,Right-arm,35.6,Fast,Short Ball,137 km/h,Cover Drive,1
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Adam Zampa,Right-arm,36.1,Spin,Yorker,85 km/h,Off Drive,1
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Adam Zampa,Right-arm,36.5,Spin,Yorker,88 km/h,Off Drive,1
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Mitchell Starc,Left-arm,37.1,Fast,Straight Seam,144 km/h,On Drive,1
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Mitchell Starc,Left-arm,37.3,Fast,Straight Seam,143 km/h,Square Drive,0
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Mitchell Starc,Left-arm,37.4,Fast,Straight Seam,145 km/h,Square Drive,1
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Mitchell Starc,Left-arm,37.6,Fast,Short Ball,146 km/h,Off Drive,1
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Ashton Agar,Left-arm,38.1,Spin,Short Ball,87 km/h,Pull Shot,4
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Ashton Agar,Left-arm,38.2,Spin,Straight Seam,86 km/h,Off Drive,1
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Ashton Agar,Left-arm,38.4,Spin,Straight Seam,88 km/h,Off Drive,1
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Mitchell Starc,Left-arm,39.1,Fast,Straight Seam,87 km/h,Cover Drive,0
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Mitchell Starc,Left-arm,39.2,Fast,Straight Seam,86 km/h,On Drive,1
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Ashton Agar,Left-arm,40.1,Spin,Bouncer,88 km/h,Cover Drive,0
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Ashton Agar,Left-arm,40.2,Spin,Outswinger,87 km/h,Off Drive,1
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Ashton Agar,Left-arm,40.4,Spin,Off Spin,86 km/h,Off Drive,1
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Mitchell Starc,Left-arm,41.1,Fast,Bouncer,143 km/h,Off Drive,0
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Mitchell Starc,Left-arm,41.2,Fast,Yorker,145 km/h,Sweep,1
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Mitchell Starc,Left-arm,41.4,Fast,Short Ball,140 km/h,Sweep,1
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Hazlewood,Right-arm,42.1,Fast,Straight Seam,135 km/h,Sweep,1
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Adam Zampa,Right-arm,43.1,Spin,Yorker,144 km/h,Sweep,4
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Adam Zampa,Right-arm,43.2,Spin,Straight Seam,143 km/h,Off Drive,2
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Adam Zampa,Right-arm,43.3,Spin,Bouncer,145 km/h,Off Drive,1
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Mitchell Starc,Left,44.3,Fast,Yorker,146 km/h,Cover Drive,0
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Mitchell Starc,Left,44.4,Fast,Bouncer,87 km/h,Forward Defence,1
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Hazlewood,Right-arm,45.1,Fast,Bouncer,86 km/h,Sweep,1
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Hazlewood,Right-arm,45.3,Fast,Off Spin,88 km/h,Off Drive,4
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Hazlewood,Right-arm,45.4,Fast,Yorker,142 km/h,Off Drive,0
2020,"M. Chinnaswamy Stadium, Bengaluru",ODI,Australia,Hazlewood,Right-arm,45.5,Fast,Bouncer,143 km/h,Pull Shot,W
2020-02-05 00:00:00,"Seddon Park, Hamilton",ODI,New Zealand,de Grandhomme,Right-arm,9.1,Fast,Yorker,145 km/h,Cover Drive,0
2020,"Seddon Park, Hamilton",ODI,New Zealand,de Grandhomme,Right-arm,9.2,Fast,Straight Seam,140 km/h,Back Foot Defence,0
2020,"Seddon Park, Hamilton",ODI,New Zealand,de Grandhomme,Right-arm,9.3,Fast,Straight Seam,138 km/h,Square Drive,0
2020,"Seddon Park, Hamilton",ODI,New Zealand,de Grandhomme,Right-arm,9.4,Fast,Straight Seam,142 km/h,On Drive,1
2020,"Seddon Park, Hamilton",ODI,New Zealand,Tim Southee,Right-arm,10.1,Fast,Short Ball,137 km/h,Pull Shot,4
2020,"Seddon Park, Hamilton",ODI,New Zealand,Tim Southee,Right-arm,10.2,Fast,Outswinger,85 km/h,Forward Defence,0
2020,"Seddon Park, Hamilton",ODI,New Zealand,Tim Southee,Right-arm,10.3,Fast,Straight Seam,88 km/h,Off Drive,0
2020,"Seddon Park, Hamilton",ODI,New Zealand,Tim Southee,Right-arm,10.4,Fast,Yorker,144 km/h,Off Drive,0
2020,"Seddon Park, Hamilton",ODI,New Zealand,Tim Southee,Right-arm,10.5,Fast,Bouncer,143 km/h,Back Foot Defence,0
2020,"Seddon Park, Hamilton",ODI,New Zealand,Tim Southee,Right-arm,10.6,Fast,Straight Seam,145 km/h,On Drive,1
2020,"Seddon Park, Hamilton",ODI,New Zealand,James Neesham,Right-arm,11.1,Fast,Yorker,144 km/h,Cover Drive,0
2020,"Seddon Park, Hamilton",ODI,New Zealand,James Neesham,Right-arm,11.2,Fast,Yorker,143 km/h,On Drive,0
2020,"Seddon Park, Hamilton",ODI,New Zealand,James Neesham,Right-arm,11.3,Fast,Yorker,145 km/h,Off Drive,0
2020,"Seddon Park, Hamilton",ODI,New Zealand,James Neesham,Right-arm,11.4,Fast,Bouncer,144 km/h,Sweep,1
2020,"Seddon Park, Hamilton",ODI,New Zealand,de Grandhomme,Right-arm,12.1,Fast,Straight Seam,142 km/h,Square Drive,0
2020,"Seddon Park, Hamilton",ODI,New Zealand,de Grandhomme,Right-arm,12.2,Fast,Short Ball,143 km/h,Square Drive,0
2020,"Seddon Park, Hamilton",ODI,New Zealand,de Grandhomme,Right-arm,12.3,Fast,Bouncer,145 km/h,Square Drive,1
2020,"Seddon Park, Hamilton",ODI,New Zealand,James Neesham,Right-arm,13.1,Fast,Yorker,140 km/h,Cover Drive,0
2020,"Seddon Park, Hamilton",ODI,New Zealand,James Neesham,Right-arm,13.2,Fast,Bouncer,138 km/h,Forward Defence,0
2020,"Seddon Park, Hamilton",ODI,New Zealand,James Neesham,Right-arm,13.3,Fast,Short Ball,142 km/h,Square Drive,1
2020,"Seddon Park, Hamilton",ODI,New Zealand,James Neesham,Right-arm,13.5,Fast,Full Toss,137 km/h,Straight Drive,4
2020,"Seddon Park, Hamilton",ODI,New Zealand,James Neesham,Right-arm,13.5,Fast,Bouncer,138 km/h,Forward Defence,0
2020,"Seddon Park, Hamilton",ODI,New Zealand,James Neesham,Right-arm,13.5,Fast,Short Ball,138 km/h,Square Drive,1
2020,"Seddon Park, Hamilton",ODI,New Zealand,James Neesham,Right-arm,13.6,Fast,Short Ball,142 km/h,Square Drive,1
2020,"Seddon Park, Hamilton",ODI,New Zealand,de Grandhomme,Right-arm,14.1,Fast,Short Ball,137 km/h,On Drive,1
2020,"Seddon Park, Hamilton",ODI,New Zealand,de Grandhomme,Right-arm,14.1,Fast,Unknown,138 km/h,Forward Defence,0
2020,"Seddon Park, Hamilton",ODI,New Zealand,de Grandhomme,Right-arm,14.6,Fast,Straight Seam,138 km/h,Cover Drive,1
2020,"Seddon Park, Hamilton",ODI,New Zealand,James Neesham,Right-arm,15.1,Fast,Short Ball,142 km/h,Back Foot Defence,0
2020,"Seddon Park, Hamilton",ODI,New Zealand,James Neesham,Right-arm,15.1,Fast,Unknown,137 km/h,Forward Defence,0
2020,"Seddon Park, Hamilton",ODI,New Zealand,James Neesham,Right-arm,15.2,Fast,Inswinger,138 km/h,On Drive,0
2020,"Seddon Park, Hamilton",ODI,New Zealand,James Neesham,Right-arm,15.3,Fast,Short Ball,138 km/h,Back Foot Defence,1
2020,"Seddon Park, Hamilton",ODI,New Zealand,James Neesham,Right-arm,15.6,Fast,Short Ball,142 km/h,Square Drive,1
